 begins_at open_price close_price high_price low_price
0 2016-02-17T00:00:00Z 93.74 93.74 93.74 93.74
1 2016-02-18T00:00:00Z 93.74 93.74 93.74 93.74
2 2016-02-19T00:00:00Z 93.74 93.74 93.74 93.74
3 2016-02-20T00:00:00Z 93.74 93.74 93.74 93.74
4 2016-02-21T00:00:00Z 93.74 93.74 93.74 93.74
5 2016-02-22T00:00:00Z 93.74 93.74 93.74 93.74
6 2016-02-23T00:00:00Z 93.74 93.74 93.74 93.74
7 2016-02-24T00:00:00Z 93.74 93.74 93.74 93.74
8 2016-02-25T00:00:00Z 93.74 93.74 93.74 93.74
9 2016-02-26T00:00:00Z 93.74 93.74 93.74 93.74
10 2016-02-27T00:00:00Z 93.74 93.74 93.74 93.74
11 2016-02-28T00:00:00Z 93.74 93.74 93.74 93.74
12 2016-02-29T00:00:00Z 93.74 93.74 93.74 93.74
13 2016-03-01T00:00:00Z 93.74 93.74 93.74 93.74
14 2016-03-02T00:00:00Z 93.74 93.74 93.74 93.74
15 2016-03-03T00:00:00Z 93.74 93.74 93.74 93.74
16 2016-03-04T00:00:00Z 93.74 93.74 93.74 93.74
17 2016-03-05T00:00:00Z 93.74 93.74 93.74 93.74
18 2016-03-06T00:00:00Z 93.74 93.74 93.74 93.74
19 2016-03-07T00:00:00Z 93.74 93.74 93.74 93.74
20 2016-03-08T00:00:00Z 93.74 93.74 93.74 93.74
21 2016-03-09T00:00:00Z 93.74 93.74 93.74 93.74
22 2016-03-10T00:00:00Z 93.74 93.74 93.74 93.74
23 2016-03-11T00:00:00Z 93.74 93.74 93.74 93.74
24 2016-03-12T00:00:00Z 93.74 93.74 93.74 93.74
25 2016-03-13T00:00:00Z 93.74 93.74 93.74 93.74
26 2016-03-14T00:00:00Z 93.74 93.74 93.74 93.74
27 2016-03-15T00:00:00Z 93.74 93.74 93.74 93.74
28 2016-03-16T00:00:00Z 93.74 93.74 93.74 93.74
29 2016-03-17T00:00:00Z 93.74 93.74 93.74 93.74
30 2016-03-18T00:00:00Z 93.74 93.74 93.74 93.74
31 2016-03-19T00:00:00Z 93.74 93.74 93.74 93.74
