 begins_at open_price close_price high_price low_price volume session interpolated symbol
0 2016-02-17T00:00:00Z 0.002600 0.002200 0.002600 0.002000 0 reg False ZECUSD
1 2016-02-18T00:00:00Z 0.002200 0.002100 0.002200 0.002100 0 reg False ZECUSD
2 2016-02-19T00:00:00Z 0.002100 0.002100 0.002200 0.002100 0 reg False ZECUSD
3 2016-02-20T00:00:00Z 0.002100 0.002100 0.002200 0.002100 0 reg False ZECUSD
4 2016-02-21T00:00:00Z 0.002100 0.002200 0.002200 0.002100 0 reg False ZECUSD
5 2016-02-22T00:00:00Z 0.002200 0.002000 0.002200 0.002000 0 reg False ZECUSD
6 2016-02-23T00:00:00Z 0.002000 0.001900 0.002100 0.001900 0 reg False ZECUSD
7 2016-02-24T00:00:00Z 0.001900 0.002000 0.002000 0.001900 0 reg False ZECUSD
8 2016-02-25T00:00:00Z 0.001900 0.002000 0.002000 0.001900 0 reg False ZECUSD
9 2016-02-26T00:00:00Z 0.002000 0.001900 0.002000 0.001900 0 reg False ZECUSD
10 2016-02-27T00:00:00Z 0.002000 0.002000 0.002000 0.001900 0 reg False ZECUSD
11 2016-02-28T00:00:00Z 0.002000 0.002000 0.002000 0.001900 0 reg False ZECUSD
12 2016-02-29T00:00:00Z 0.002000 0.001900 0.002000 0.001900 0 reg False ZECUSD
13 2016-03-01T00:00:00Z 0.001900 0.001900 0.002000 0.001900 0 reg False ZECUSD
14 2016-03-02T00:00:00Z 0.001900 0.001900 0.002000 0.001800 0 reg False ZECUSD
15 2016-03-03T00:00:00Z 0.001900 0.001900 0.001900 0.001900 0 reg False ZECUSD
16 2016-03-04T00:00:00Z 0.001900 0.001900 0.001900 0.001800 0 reg False ZECUSD
17 2016-03-05T00:00:00Z 0.001900 0.001800 0.001900 0.001800 0 reg False ZECUSD
18 2016-03-06T00:00:00Z 0.001800 0.001900 0.001900 0.001800 0 reg False ZECUSD
19 2016-03-07T00:00:00Z 0.001900 0.002400 0.002500 0.001900 0 reg False ZECUSD
20 2016-03-08T00:00:00Z 0.002300 0.002200 0.002400 0.002100 0 reg False ZECUSD
21 2016-03-09T00:00:00Z 0.002200 0.002200 0.002300 0.002200 0 reg False ZECUSD
22 2016-03-10T00:00:00Z 0.002200 0.002400 0.002400 0.002200 0 reg False ZECUSD
