 begins_at open_price close_price high_price low_price volume session interpolated symbol
0 2016-02-17T00:00:00Z 0.008500 0.008100 0.008500 0.008100 0 reg False XRPUSD
1 2016-02-18T00:00:00Z 0.008100 0.008000 0.008100 0.007900 0 reg False XRPUSD
2 2016-02-19T00:00:00Z 0.008000 0.008200 0.008300 0.008000 0 reg False XRPUSD
3 2016-02-20T00:00:00Z 0.008300 0.008300 0.008400 0.008200 0 reg False XRPUSD
4 2016-02-21T00:00:00Z 0.008200 0.008100 0.008300 0.008100 0 reg False XRPUSD
5 2016-02-22T00:00:00Z 0.008100 0.008000 0.008100 0.008000 0 reg False XRPUSD
6 2016-02-23T00:00:00Z 0.008100 0.008000 0.008100 0.008000 0 reg False XRPUSD
7 2016-02-24T00:00:00Z 0.008000 0.008100 0.008100 0.008000 0 reg False XRPUSD
8 2016-02-25T00:00:00Z 0.008100 0.008000 0.008100 0.008000 0 reg False XRPUSD
9 2016-02-26T00:00:00Z 0.008000 0.008100 0.008100 0.008000 0 reg False XRPUSD
10 2016-02-27T00:00:00Z 0.008100 0.008000 0.008100 0.008000 0 reg False XRPUSD
11 2016-02-28T00:00:00Z 0.008000 0.007900 0.008000 0.007900 0 reg False XRPUSD
12 2016-02-29T00:00:00Z 0.007900 0.007900 0.007900 0.007800 0 reg False XRPUSD
13 2016-03-01T00:00:00Z 0.007900 0.008000 0.008000 0.007900 0 reg False XRPUSD
14 2016-03-02T00:00:00Z 0.008000 0.008000 0.008100 0.008000 0 reg False XRPUSD
15 2016-03-03T00:00:00Z 0.008000 0.008200 0.008200 0.008000 0 reg False XRPUSD
16 2016-03-04T00:00:00Z 0.008000 0.008100 0.008200 0.008000 0 reg False XRPUSD
17 2016-03-05T00:00:00Z 0.008100 0.007900 0.008200 0.007800 0 reg False XRPUSD
18 2016-03-06T00:00:00Z 0.007900 0.007900 0.007900 0.007800 0 reg False XRPUSD
19 2016-03-07T00:00:00Z 0.007800 0.007900 0.008000 0.007800 0 reg False XRPUSD
20 2016-03-08T00:00:00Z 0.007900 0.007900 0.008000 0.007900 0 reg False XRPUSD
21 2016-03-09T00:00:00Z 0.008000 0.008100 0.008100 0.007900 0 reg False XRPUSD
22 2016-03-10T00:00:00Z 0.008100 0.008200 0.008200 0.008000 0 reg False XRPUSD
23 2016-03-11T00:00:00Z 0.008200 0.008800 0.008900 0.008200 0 reg False XRPUSD
24 2016-03-12T00:00:00Z 0.008800 0.008700 0.009000 0.008600 0 reg False XRPUSD
25 2016-03-13T00:00:00Z 0.008700 0.008600 0.008700 0.008600 0 reg False XRPUSD
26 2016-03-14T00:00:00Z 0.008600 0.008500 0.008600 0.008500 0 reg False XRPUSD
27 2016-03-15T00:00:00Z 0.008500 0.008200 0.008500 0.008000 0 reg False XRPUSD
28 2016-03-16T00:00:00Z 0.008200 0.008200 0.008300 0.008100 0 reg False XRPUSD
29 2016-03-17T00:00:00Z 0.008200 0.008300 0.008400 0.008200 0 reg False XRPUSD
