 begins_at open_price close_price high_price low_price volume session interpolated symbol
0 2016-02-17T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
1 2016-02-18T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
2 2016-02-19T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
3 2016-02-20T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
4 2016-02-21T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
5 2016-02-22T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
6 2016-02-23T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
7 2016-02-24T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
8 2016-02-25T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
9 2016-02-26T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
10 2016-02-27T00:00:00Z 0.000300 0.000300 0.000300 0.000300 0 reg False DOGEUSD
11 2016-02-28T00:00:00Z 0.000300 0.000300 0.000300 0.000200 0 reg False DOGEUSD
12 2016-02-29T00:00:00Z 0.000300 0.000300 0.000300 0.000200 0 reg False DOGEUSD
13 2016-03-01T00:00:00Z 0.000300 0.000200 0.000300 0.000200 0 reg False DOGEUSD
14 2016-03-02T00:00:00Z 0.000200 0.000200 0.000300 0.000200 0 reg False DOGEUSD
15 2016-03-03T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
16 2016-03-04T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
17 2016-03-05T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
18 2016-03-06T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
19 2016-03-07T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
20 2016-03-08T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
21 2016-03-09T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
22 2016-03-10T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
23 2016-03-11T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
24 2016-03-12T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
25 2016-03-13T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
26 2016-03-14T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
27 2016-03-15T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
28 2016-03-16T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
29 2016-03-17T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
30 2016-03-18T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
31 2016-03-19T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
32 2016-03-20T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
33 2016-03-21T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
34 2016-03-22T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
35 2016-03-23T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
36 2016-03-24T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
37 2016-03-25T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
38 2016-03-26T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
39 2016-03-27T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
40 2016-03-28T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
41 2016-03-29T00:00:00Z 0.000200 0.000300 0.000300 0.000200 0 reg False DOGEUSD
42 2016-03-30T00:00:00Z 0.000300 0.000200 0.000300 0.000200 0 reg False DOGEUSD
43 2016-03-31T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
44 2016-04-01T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
45 2016-04-02T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
46 2016-04-03T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
47 2016-04-04T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
48 2016-04-05T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
49 2016-04-06T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
50 2016-04-07T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
51 2016-04-08T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
52 2016-04-09T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
53 2016-04-10T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
54 2016-04-11T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
55 2016-04-12T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
56 2016-04-13T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
57 2016-04-14T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
58 2016-04-15T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
59 2016-04-16T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
60 2016-04-17T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
61 2016-04-18T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
62 2016-04-19T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
63 2016-04-20T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
64 2016-04-21T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
65 2016-04-22T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
66 2016-04-23T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
67 2016-04-24T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
68 2016-04-25T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
69 2016-04-26T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
70 2016-04-27T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
71 2016-04-28T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
72 2016-04-29T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
73 2016-04-30T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
74 2016-05-01T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
75 2016-05-02T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
76 2016-05-03T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
77 2016-05-04T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
78 2016-05-05T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
79 2016-05-06T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
80 2016-05-07T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
81 2016-05-08T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
82 2016-05-09T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
83 2016-05-10T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
84 2016-05-11T00:00:00Z 0.000200 0.000200 0.000200 0.000200 0 reg False DOGEUSD
